source,player,pos,team,bye,pass_yds,pass_tds,pass_int,rush_yds,rush_tds,fumbles_lost,two_pts,rec,rec_yds,rec_tds,xp,fg_0019,fg_2029,fg_3039,fg_4049,fg_50,fg_miss,dst_sacks,dst_int,dst_fum_rec,dst_td,dst_safety,dst_blk,dst_forced_fumble,dst_pts_allowed
ESPN,Marcus Benson,K,PHI,10,0,0,0,0,0,0,0,0,0,0,27.434,0.226,4.236,6.635,5.319,2.374,5.315,0,0,0,0,0,0,0,0
FantasyPros,Marcus Benson,K,PHI,10,0,0,0,0,0,0,0,0,0,0,24.688,0.215,4.135,6.204,4.669,2.512,4.017,0,0,0,0,0,0,0,0
FFToday,Marcus Benson,K,PHI,10,0,0,0,0,0,0,0,0,0,0,30.559,0.212,5.117,6.975,4.591,3.021,5.314,0,0,0,0,0,0,0,0
NumberFire,Marcus Benson,K,PHI,10,0,0,0,0,0,0,0,0,0,0,18.739,0.251,4.137,7.276,4.654,2.401,5.248,0,0,0,0,0,0,0,0
NFL,Marcus Benson,K,PHI,10,0,0,0,0,0,0,0,0,0,0,28.288,0.177,4.513,6.779,4.765,2.373,4.438,0,0,0,0,0,0,0,0
CBS,Rashee Maye,K,TB,14,0,0,0,0,0,0,0,0,0,0,22.913,0.199,3.621,6.8,4.909,2.609,4.575,0,0,0,0,0,0,0,0
ESPN,Rashee Maye,K,TB,14,0,0,0,0,0,0,0,0,0,0,22.89,0.241,4.305,7.424,5.854,2.531,4.737,0,0,0,0,0,0,0,0
FantasyPros,Rashee Maye,K,TB,14,0,0,0,0,0,0,0,0,0,0,25.52,0.229,4.245,6.136,4.759,2.472,5.074,0,0,0,0,0,0,0,0
FFToday,Rashee Maye,K,TB,14,0,0,0,0,0,0,0,0,0,0,29.13,0.192,4.7,6.948,5.248,2.081,5.456,0,0,0,0,0,0,0,0
NumberFire,Rashee Maye,K,TB,14,0,0,0,0,0,0,0,0,0,0,24.106,0.194,3.613,5.784,4.882,2.36,4.63,0,0,0,0,0,0,0,0
NFL,Rashee Maye,K,TB,14,0,0,0,0,0,0,0,0,0,0,25.701,0.228,4.418,5.442,4.42,2.016,5.04,0,0,0,0,0,0,0,0
CBS,Chase Hall,K,WAS,6,0,0,0,0,0,0,0,0,0,0,26.542,0.235,3.988,6.645,3.91,2.467,5.555,0,0,0,0,0,0,0,0
ESPN,Chase Hall,K,WAS,6,0,0,0,0,0,0,0,0,0,0,25.193,0.222,4.849,5.909,4.933,2.258,6.142,0,0,0,0,0,0,0,0
FantasyPros,Chase Hall,K,WAS,6,0,0,0,0,0,0,0,0,0,0,26.662,0.189,4.2,6.528,3.998,2.624,4.957,0,0,0,0,0,0,0,0
FFToday,Chase Hall,K,WAS,6,0,0,0,0,0,0,0,0,0,0,24.191,0.214,3.917,6.824,4.685,2.354,4.653,0,0,0,0,0,0,0,0
NumberFire,Chase Hall,K,WAS,6,0,0,0,0,0,0,0,0,0,0,26.903,0.216,4.515,6.273,5.215,2.624,5.311,0,0,0,0,0,0,0,0
NFL,Chase Hall,K,WAS,6,0,0,0,0,0,0,0,0,0,0,26.654,0.185,3.966,5.766,5.423,2.39,4.708,0,0,0,0,0,0,0,0
CBS,Isaiah Etienne,K,JAX,9,0,0,0,0,0,0,0,0,0,0,24.517,0.187,4.426,6.133,5.345,2.011,5.51,0,0,0,0,0,0,0,0
ESPN,Isaiah Etienne,K,JAX,9,0,0,0,0,0,0,0,0,0,0,20.068,0.225,4.815,6.893,4.348,2.132,4.31,0,0,0,0,0,0,0,0
FantasyPros,Isaiah Etienne,K,JAX,9,0,0,0,0,0,0,0,0,0,0,23.207,0.204,4.545,5.644,3.478,2.855,5.197,0,0,0,0,0,0,0,0
FFToday,Isaiah Etienne,K,JAX,9,0,0,0,0,0,0,0,0,0,0,26.285,0.189,4.858,6.054,4.03,2.491,4.465,0,0,0,0,0,0,0,0
NumberFire,Isaiah Etienne,K,JAX,9,0,0,0,0,0,0,0,0,0,0,24.445,0.201,4.068,6.591,3.711,1.9,5.902,0,0,0,0,0,0,0,0
NFL,Isaiah Etienne,K,JAX,9,0,0,0,0,0,0,0,0,0,0,25.433,0.221,4.041,5.696,5.289,2.515,4.645,0,0,0,0,0,0,0,0
CBS,Elic Mason,K,BUF,8,0,0,0,0,0,0,0,0,0,0,22.808,0.215,3.385,6.461,3.843,1.649,5.531,0,0,0,0,0,0,0,0
ESPN,Elic Mason,K,BUF,8,0,0,0,0,0,0,0,0,0,0,21.208,0.238,2.842,5.955,4.423,3.121,5.291,0,0,0,0,0,0,0,0
FantasyPros,Elic Mason,K,BUF,8,0,0,0,0,0,0,0,0,0,0,26.261,0.221,4.024,5.378,3.897,2.379,4.841,0,0,0,0,0,0,0,0
FFToday,Elic Mason,K,BUF,8,0,0,0,0,0,0,0,0,0,0,18.72,0.188,4.242,6.491,4.915,2.478,5.721,0,0,0,0,0,0,0,0
NumberFire,Elic Mason,K,BUF,8,0,0,0,0,0,0,0,0,0,0,26.27,0.181,4.225,6.287,3.824,2.545,5.747,0,0,0,0,0,0,0,0
NFL,Elic Mason,K,BUF,8,0,0,0,0,0,0,0,0,0,0,21.86,0.247,4.262,5.915,4.513,2.197,5.23,0,0,0,0,0,0,0,0
CBS,Jayden Wilson,K,MIN,5,0,0,0,0,0,0,0,0,0,0,19.318,0.197,3.792,6.915,4.321,2.412,5.825,0,0,0,0,0,0,0,0
ESPN,Jayden Wilson,K,MIN,5,0,0,0,0,0,0,0,0,0,0,23.799,0.232,4.236,6.199,5.501,1.922,5.057,0,0,0,0,0,0,0,0
FantasyPros,Jayden Wilson,K,MIN,5,0,0,0,0,0,0,0,0,0,0,24.904,0.198,4.149,7.615,4.389,2.778,4.884,0,0,0,0,0,0,0,0
FFToday,Jayden Wilson,K,MIN,5,0,0,0,0,0,0,0,0,0,0,23.695,0.198,4.402,6.383,4.849,2.601,4.613,0,0,0,0,0,0,0,0
NumberFire,Jayden Wilson,K,MIN,5,0,0,0,0,0,0,0,0,0,0,22.735,0.222,3.724,6.296,4.491,2.404,5.529,0,0,0,0,0,0,0,0
NFL,Jayden Wilson,K,MIN,5,0,0,0,0,0,0,0,0,0,0,21.144,0.2,3.456,6.507,3.577,2.189,5.547,0,0,0,0,0,0,0,0
CBS,Tucker Maye,K,TB,14,0,0,0,0,0,0,0,0,0,0,19.528,0.22,3.397,5.649,4.24,2.275,5.456,0,0,0,0,0,0,0,0
ESPN,Tucker Maye,K,TB,14,0,0,0,0,0,0,0,0,0,0,23.769,0.189,4.252,4.682,4.299,1.931,5.036,0,0,0,0,0,0,0,0
FantasyPros,Tucker Maye,K,TB,14,0,0,0,0,0,0,0,0,0,0,22.33,0.204,3.851,5.427,4.933,2.436,4.819,0,0,0,0,0,0,0,0
FFToday,Tucker Maye,K,TB,14,0,0,0,0,0,0,0,0,0,0,25.218,0.172,4.312,6.0,4.92,1.879,4.537,0,0,0,0,0,0,0,0
NumberFire,Tucker Maye,K,TB,14,0,0,0,0,0,0,0,0,0,0,26.935,0.185,3.608,7.164,4.382,2.252,5.514,0,0,0,0,0,0,0,0
NFL,Tucker Maye,K,TB,14,0,0,0,0,0,0,0,0,0,0,23.815,0.224,3.237,6.204,3.525,2.153,6.234,0,0,0,0,0,0,0,0
CBS,Rashee Corum,K,CIN,11,0,0,0,0,0,0,0,0,0,0,18.57,0.191,3.962,4.955,3.451,2.139,4.131,0,0,0,0,0,0,0,0
ESPN,Rashee Corum,K,CIN,11,0,0,0,0,0,0,0,0,0,0,22.253,0.174,4.011,6.274,4.859,2.317,5.416,0,0,0,0,0,0,0,0
FantasyPros,Rashee Corum,K,CIN,11,0,0,0,0,0,0,0,0,0,0,18.914,0.21,2.953,5.723,4.645,2.109,5.429,0,0,0,0,0,0,0,0
FFToday,Rashee Corum,K,CIN,11,0,0,0,0,0,0,0,0,0,0,21.866,0.181,3.283,6.359,4.999,2.377,5.844,0,0,0,0,0,0,0,0
NumberFire,Rashee Corum,K,CIN,11,0,0,0,0,0,0,0,0,0,0,21.104,0.223,3.116,6.42,4.577,2.117,5.357,0,0,0,0,0,0,0,0
NFL,Rashee Corum,K,CIN,11,0,0,0,0,0,0,0,0,0,0,21.797,0.197,3.713,5.308,3.726,2.144,4.814,0,0,0,0,0,0,0,0
CBS,Amari Gibbs,K,BAL,7,0,0,0,0,0,0,0,0,0,0,18.875,0.177,4.532,5.254,4.736,2.488,5.319,0,0,0,0,0,0,0,0
ESPN,Amari Gibbs,K,BAL,7,0,0,0,0,0,0,0,0,0,0,21.558,0.199,3.205,5.084,4.203,2.34,5.412,0,0,0,0,0,0,0,0
FantasyPros,Amari Gibbs,K,BAL,7,0,0,0,0,0,0,0,0,0,0,23.016,0.192,4.045,5.678,4.333,2.226,4.813,0,0,0,0,0,0,0,0
FFToday,Amari Gibbs,K,BAL,7,0,0,0,0,0,0,0,0,0,0,26.898,0.215,3.942,5.429,4.49,1.59,4.757,0,0,0,0,0,0,0,0
NumberFire,Amari Gibbs,K,BAL,7,0,0,0,0,0,0,0,0,0,0,22.809,0.206,4.073,5.314,3.903,2.113,5.24,0,0,0,0,0,0,0,0
NFL,Amari Gibbs,K,BAL,7,0,0,0,0,0,0,0,0,0,0,22.45,0.162,3.588,5.476,4.364,2.131,5.483,0,0,0,0,0,0,0,0
CBS,Cooper Irving,K,BAL,7,0,0,0,0,0,0,0,0,0,0,23.425,0.158,3.974,5.721,4.994,2.499,5.131,0,0,0,0,0,0,0,0
ESPN,Cooper Irving,K,BAL,7,0,0,0,0,0,0,0,0,0,0,25.41,0.197,3.268,6.144,4.332,2.236,5.348,0,0,0,0,0,0,0,0
FantasyPros,Cooper Irving,K,BAL,7,0,0,0,0,0,0,0,0,0,0,19.627,0.163,4.23,5.838,4.426,2.2,4.606,0,0,0,0,0,0,0,0
FFToday,Cooper Irving,K,BAL,7,0,0,0,0,0,0,0,0,0,0,23.11,0.148,3.21,5.209,3.888,2.256,5.77,0,0,0,0,0,0,0,0
NumberFire,Cooper Irving,K,BAL,7,0,0,0,0,0,0,0,0,0,0,23.882,0.205,3.743,6.283,4.467,1.977,5.764,0,0,0,0,0,0,0,0
NFL,Cooper Irving,K,BAL,7,0,0,0,0,0,0,0,0,0,0,24.724,0.192,3.985,5.26,4.008,1.626,4.569,0,0,0,0,0,0,0,0
CBS,Jonathon Carter,K,SF,13,0,0,0,0,0,0,0,0,0,0,24.755,0.17,2.86,6.654,4.721,2.292,4.604,0,0,0,0,0,0,0,0
ESPN,Jonathon Carter,K,SF,13,0,0,0,0,0,0,0,0,0,0,22.217,0.179,3.408,5.184,4.499,2.058,6.059,0,0,0,0,0,0,0,0
FantasyPros,Jonathon Carter,K,SF,13,0,0,0,0,0,0,0,0,0,0,20.775,0.212,3.792,4.592,5.126,1.855,4.545,0,0,0,0,0,0,0,0
FFToday,Jonathon Carter,K,SF,13,0,0,0,0,0,0,0,0,0,0,19.155,0.182,3.281,6.591,4.486,1.881,6.448,0,0,0,0,0,0,0,0
NumberFire,Jonathon Carter,K,SF,13,0,0,0,0,0,0,0,0,0,0,19.124,0.194,3.461,5.489,4.487,1.706,4.886,0,0,0,0,0,0,0,0
NFL,Jonathon Carter,K,SF,13,0,0,0,0,0,0,0,0,0,0,23.424,0.153,3.939,5.677,4.783,1.958,5.358,0,0,0,0,0,0,0,0
CBS,Tucker Pollard,K,NYJ,9,0,0,0,0,0,0,0,0,0,0,19.018,0.141,3.361,5.517,3.663,2.434,5.0,0,0,0,0,0,0,0,0
ESPN,Tucker Pollard,K,NYJ,9,0,0,0,0,0,0,0,0,0,0,22.79,0.191,3.315,5.039,3.544,2.052,5.879,0,0,0,0,0,0,0,0
FantasyPros,Tucker Pollard,K,NYJ,9,0,0,0,0,0,0,0,0,0,0,18.632,0.195,2.816,4.914,3.508,2.298,5.848,0,0,0,0,0,0,0,0
FFToday,Tucker Pollard,K,NYJ,9,0,0,0,0,0,0,0,0,0,0,18.2,0.187,3.336,4.663,4.268,1.917,4.516,0,0,0,0,0,0,0,0
NumberFire,Tucker Pollard,K,NYJ,9,0,0,0,0,0,0,0,0,0,0,18.374,0.179,3.579,5.897,4.256,2.318,5.635,0,0,0,0,0,0,0,0
NFL,Tucker Pollard,K,NYJ,9,0,0,0,0,0,0,0,0,0,0,20.86,0.158,3.035,4.569,3.992,1.825,4.013,0,0,0,0,0,0,0,0
CBS,Garrett Jefferson,K,TEN,5,0,0,0,0,0,0,0,0,0,0,19.402,0.127,3.337,5.965,3.896,1.698,4.832,0,0,0,0,0,0,0,0
ESPN,Garrett Jefferson,K,TEN,5,0,0,0,0,0,0,0,0,0,0,14.382,0.154,2.781,4.296,3.428,1.604,6.024,0,0,0,0,0,0,0,0
FantasyPros,Garrett Jefferson,K,TEN,5,0,0,0,0,0,0,0,0,0,0,17.54,0.124,2.644,4.804,4.51,1.894,5.066,0,0,0,0,0,0,0,0
FFToday,Garrett Jefferson,K,TEN,5,0,0,0,0,0,0,0,0,0,0,19.79,0.163,2.643,4.818,3.583,1.699,6.379,0,0,0,0,0,0,0,0
NumberFire,Garrett Jefferson,K,TEN,5,0,0,0,0,0,0,0,0,0,0,21.473,0.173,3.455,5.167,3.634,1.67,5.709,0,0,0,0,0,0,0,0
NFL,Garrett Jefferson,K,TEN,5,0,0,0,0,0,0,0,0,0,0,18.072,0.153,3.321,4.863,4.119,1.667,4.751,0,0,0,0,0,0,0,0
CBS,Cardinals DST,DST,ARI,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.992,13.955,9.402,3.141,0.439,0.614,11.645,18.257
ESPN,Cardinals DST,DST,ARI,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.267,12.062,8.546,3.117,0.476,0.6,12.344,19.579
FantasyPros,Cardinals DST,DST,ARI,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.453,12.837,9.361,2.838,0.535,0.664,10.959,21.535
FFToday,Cardinals DST,DST,ARI,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.809,11.903,9.075,3.312,0.501,0.586,11.937,19.565
NumberFire,Cardinals DST,DST,ARI,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.005,12.619,8.868,2.969,0.478,0.597,12.742,19.795
NFL,Cardinals DST,DST,ARI,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.343,12.428,9.188,2.999,0.487,0.565,11.739,19.104
CBS,Falcons DST,DST,ATL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.34,12.75,8.588,3.092,0.475,0.586,12.793,21.322
ESPN,Falcons DST,DST,ATL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.253,12.956,8.549,2.911,0.489,0.598,11.609,19.747
FantasyPros,Falcons DST,DST,ATL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.074,13.194,8.299,3.039,0.469,0.654,10.999,21.663
FFToday,Falcons DST,DST,ATL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.142,13.127,8.966,3.237,0.489,0.558,10.808,20.459
NumberFire,Falcons DST,DST,ATL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.958,13.95,9.039,3.018,0.505,0.64,10.375,21.562
NFL,Falcons DST,DST,ATL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.389,13.023,9.077,3.138,0.438,0.54,11.552,21.426
CBS,Ravens DST,DST,BAL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.755,12.55,9.302,3.18,0.498,0.585,11.986,19.638
ESPN,Ravens DST,DST,BAL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.359,13.092,8.11,2.978,0.504,0.563,11.027,20.054
FantasyPros,Ravens DST,DST,BAL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.905,13.42,8.626,2.98,0.496,0.544,12.277,21.462
FFToday,Ravens DST,DST,BAL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.537,12.509,8.204,2.76,0.483,0.587,10.764,19.594
NumberFire,Ravens DST,DST,BAL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.211,11.479,8.675,2.937,0.492,0.597,11.858,20.967
NFL,Ravens DST,DST,BAL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.122,12.77,8.982,2.982,0.491,0.583,10.743,21.479
CBS,Bills DST,DST,BUF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.628,11.764,8.285,3.062,0.488,0.59,11.373,19.637
ESPN,Bills DST,DST,BUF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.772,12.401,8.25,3.047,0.453,0.566,11.453,21.635
FantasyPros,Bills DST,DST,BUF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.075,11.337,8.544,2.607,0.47,0.563,11.229,21.624
FFToday,Bills DST,DST,BUF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.714,12.01,8.19,3.044,0.432,0.513,10.465,19.658
NumberFire,Bills DST,DST,BUF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.923,12.211,8.036,3.075,0.434,0.54,11.89,22.821
NFL,Bills DST,DST,BUF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.781,12.002,8.383,3.049,0.467,0.569,11.492,22.988
CBS,Panthers DST,DST,CAR,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.917,12.239,8.883,2.672,0.45,0.53,10.55,21.036
ESPN,Panthers DST,DST,CAR,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.043,11.456,9.175,3.026,0.464,0.503,12.318,19.784
FantasyPros,Panthers DST,DST,CAR,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.978,12.487,8.48,3.156,0.45,0.558,10.73,22.845
FFToday,Panthers DST,DST,CAR,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.403,11.907,7.876,2.849,0.485,0.53,10.968,20.243
NumberFire,Panthers DST,DST,CAR,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.247,12.218,8.859,2.772,0.443,0.507,10.444,20.916
NFL,Panthers DST,DST,CAR,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.601,12.442,7.77,2.652,0.41,0.47,11.594,21.67
CBS,Bears DST,DST,CHI,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.635,11.706,8.724,2.872,0.442,0.535,10.509,24.009
ESPN,Bears DST,DST,CHI,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.138,11.911,7.648,3.01,0.454,0.504,11.284,20.919
FantasyPros,Bears DST,DST,CHI,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.795,11.759,7.827,2.562,0.458,0.553,10.288,20.868
FFToday,Bears DST,DST,CHI,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.783,12.369,9.401,2.72,0.442,0.563,9.641,22.742
NumberFire,Bears DST,DST,CHI,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.027,10.704,7.289,2.979,0.421,0.536,11.981,23.694
NFL,Bears DST,DST,CHI,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.518,11.664,7.469,2.965,0.401,0.624,10.154,20.911
CBS,Bengals DST,DST,CIN,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.554,11.432,8.347,2.842,0.429,0.545,11.925,22.044
ESPN,Bengals DST,DST,CIN,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.658,12.381,7.944,2.828,0.421,0.587,10.843,22.922
FantasyPros,Bengals DST,DST,CIN,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.098,11.969,8.613,2.918,0.451,0.525,10.39,23.122
FFToday,Bengals DST,DST,CIN,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.931,12.436,9.606,3.036,0.457,0.599,10.295,21.423
NumberFire,Bengals DST,DST,CIN,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.23,11.168,7.384,2.514,0.469,0.527,10.139,21.61
NFL,Bengals DST,DST,CIN,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.81,10.165,8.261,2.704,0.484,0.548,10.651,21.353
CBS,Browns DST,DST,CLE,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.762,11.19,8.333,2.706,0.368,0.507,10.396,22.663
ESPN,Browns DST,DST,CLE,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.009,12.504,8.422,2.693,0.407,0.465,9.968,23.107
FantasyPros,Browns DST,DST,CLE,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.515,10.243,7.589,2.773,0.431,0.5,11.276,24.357
FFToday,Browns DST,DST,CLE,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.235,9.325,8.233,2.845,0.493,0.513,10.023,22.262
NumberFire,Browns DST,DST,CLE,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.167,11.93,8.331,2.691,0.45,0.567,9.356,22.745
NFL,Browns DST,DST,CLE,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.756,10.111,6.904,2.362,0.406,0.56,10.835,21.885
CBS,Cowboys DST,DST,DAL,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.958,11.897,7.252,2.575,0.442,0.488,10.849,21.794
ESPN,Cowboys DST,DST,DAL,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.146,11.014,6.975,2.685,0.437,0.57,9.985,26.423
FantasyPros,Cowboys DST,DST,DAL,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.015,10.749,7.754,2.618,0.421,0.539,10.534,21.225
FFToday,Cowboys DST,DST,DAL,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.105,11.573,6.764,2.661,0.428,0.476,10.455,21.713
NumberFire,Cowboys DST,DST,DAL,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.273,12.155,8.348,2.624,0.357,0.524,10.67,23.885
NFL,Cowboys DST,DST,DAL,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.689,11.026,7.499,2.659,0.415,0.536,9.953,20.591
CBS,Broncos DST,DST,DEN,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.899,11.362,8.029,2.886,0.403,0.491,10.299,25.383
ESPN,Broncos DST,DST,DEN,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.796,12.01,7.047,2.728,0.388,0.48,10.598,21.995
FantasyPros,Broncos DST,DST,DEN,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.8,11.108,7.369,2.578,0.393,0.544,11.59,23.731
FFToday,Broncos DST,DST,DEN,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.151,11.696,7.99,2.672,0.403,0.512,10.096,26.127
NumberFire,Broncos DST,DST,DEN,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.714,12.474,8.536,2.577,0.396,0.475,10.048,23.352
NFL,Broncos DST,DST,DEN,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.828,10.489,8.028,2.655,0.377,0.469,9.786,21.682
CBS,Lions DST,DST,DET,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.531,10.682,9.487,2.45,0.457,0.539,8.55,25.069
ESPN,Lions DST,DST,DET,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.745,11.035,6.515,2.089,0.479,0.448,9.259,22.884
FantasyPros,Lions DST,DST,DET,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.249,9.812,7.396,2.443,0.443,0.521,9.57,25.572
FFToday,Lions DST,DST,DET,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.936,9.934,8.128,2.542,0.444,0.462,8.997,25.571
NumberFire,Lions DST,DST,DET,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.605,10.352,6.905,2.322,0.457,0.503,9.498,23.084
NFL,Lions DST,DST,DET,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.98,9.961,7.811,2.623,0.44,0.455,8.813,23.178
CBS,Packers DST,DST,GB,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.563,10.616,7.54,2.839,0.4,0.475,9.224,24.778
ESPN,Packers DST,DST,GB,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.052,10.23,7.623,2.464,0.399,0.487,8.604,28.136
FantasyPros,Packers DST,DST,GB,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.434,11.94,7.145,2.222,0.395,0.485,10.496,26.955
FFToday,Packers DST,DST,GB,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.853,8.836,6.67,2.432,0.408,0.513,10.673,24.71
NumberFire,Packers DST,DST,GB,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.23,8.878,6.896,2.184,0.375,0.49,9.629,19.542
NFL,Packers DST,DST,GB,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.231,10.603,7.372,2.74,0.392,0.506,10.444,25.791
CBS,Texans DST,DST,HOU,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.151,10.759,7.184,2.878,0.385,0.449,9.763,26.045
ESPN,Texans DST,DST,HOU,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.003,9.759,7.246,1.936,0.401,0.458,9.976,24.889
FantasyPros,Texans DST,DST,HOU,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.039,10.632,5.913,2.357,0.406,0.497,9.121,26.098
FFToday,Texans DST,DST,HOU,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.586,10.228,7.503,2.357,0.463,0.423,10.05,24.236
NumberFire,Texans DST,DST,HOU,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.262,10.614,6.716,2.639,0.374,0.501,10.493,24.485
NFL,Texans DST,DST,HOU,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.165,9.793,8.219,2.296,0.317,0.445,8.348,29.725
CBS,Colts DST,DST,IND,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.409,10.127,5.902,2.264,0.396,0.482,9.621,23.715
ESPN,Colts DST,DST,IND,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.24,9.103,6.792,2.111,0.358,0.442,9.155,25.218
FantasyPros,Colts DST,DST,IND,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.569,11.724,7.391,2.486,0.324,0.511,8.663,29.398
FFToday,Colts DST,DST,IND,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.561,10.839,5.802,2.487,0.343,0.497,9.842,26.44
NumberFire,Colts DST,DST,IND,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.576,10.941,7.549,2.524,0.413,0.426,9.961,23.642
